date,signal,entry,exit,sharpe,return,forced_exit,px,py
2024-04-04,0,,,,0.0,False,137.7331085205078,39.31985092163086
2024-04-05,0,,,,0.0,False,139.40963745117188,38.31038284301758
2024-04-08,0,,,,0.0,False,140.81993103027344,37.58791732788086
2024-04-09,0,,,,0.0,False,143.39390563964844,37.934303283691406
2024-04-10,0,,,,0.0,False,144.2025909423828,36.81597137451172
2024-04-11,0,,,,0.0,False,145.16908264160156,37.24153137207031
2024-04-12,0,,,,0.0,False,140.55364990234375,35.321556091308594
2024-04-15,0,,,,0.0,False,138.20648193359375,35.935157775878906
2024-04-16,0,,,,0.0,False,137.87115478515625,35.88566970825195
2024-04-17,0,,,,0.0,False,137.11180114746094,35.31166076660156
2024-04-18,0,,,,0.0,False,130.44508361816406,34.67826843261719
2024-04-19,0,,,,0.0,False,125.93811798095703,33.84693908691406
2024-04-22,0,,,,0.0,False,127.95982360839844,34.054771423339844
2024-04-23,0,,,,0.0,False,131.58905029296875,33.92611312866211
2024-04-24,0,,,,0.0,False,131.13539123535156,34.14384078979492
2024-04-25,0,,,,0.0,False,134.69558715820312,34.74754333496094
2024-04-26,0,,,,0.0,False,136.39187622070312,31.55088996887207
2024-04-29,0,,,,0.0,False,136.589111328125,31.036258697509766
2024-04-30,0,,,,0.0,False,135.4451141357422,30.155445098876953
2024-05-01,0,,,,0.0,False,133.07821655273438,30.05647850036621
2024-05-02,0,,,,0.0,False,134.35043334960938,30.195032119750977
2024-05-03,0,,,,0.0,False,139.60687255859375,30.581005096435547
2024-05-06,0,,,,0.0,False,140.859375,30.774776458740234
2024-05-07,0,,,,0.0,False,139.1630859375,30.486604690551758
2024-05-08,0,,,,0.0,False,141.6187286376953,29.81089210510254
2024-05-09,0,,,,0.0,False,140.81993103027344,29.90032386779785
2024-05-10,0,,,,0.0,False,147.2006378173828,29.66183853149414
2024-05-13,0,,,,0.0,False,144.3899688720703,30.317676544189453
2024-05-14,0,,,,0.0,False,149.85353088378906,30.854272842407227
2024-05-15,0,,,,0.0,False,153.4334716796875,31.072887420654297
2024-05-16,0,,,,0.0,False,150.12966918945312,31.828094482421875
2024-05-17,0,,,,0.0,False,149.58724975585938,31.629356384277344
2024-05-20,0,,,,0.0,False,151.43145751953125,31.897653579711914
2024-05-21,0,,,,0.0,False,151.54981994628906,31.5399227142334
2024-05-22,0,,,,0.0,False,153.99559020996094,31.221940994262695
2024-05-23,0,,,,0.0,False,154.92262268066406,29.8903865814209
2024-05-24,0,,,,0.0,False,157.79248046875,30.526351928710938
2024-05-28,0,,,,0.0,False,157.2106170654297,30.86421012878418
2024-05-29,0,,,,0.0,False,152.21055603027344,29.94007110595703
2024-05-30,0,,,,0.0,False,150.849609375,29.99969482421875
2024-05-31,0,,,,0.0,False,148.95606994628906,30.655534744262695
2024-06-03,0,,,,0.0,False,152.8121337890625,30.099063873291016
2024-06-04,0,,,,0.0,False,150.3663787841797,29.8407039642334
2024-06-05,0,,,,0.0,False,160.6721649169922,30.585975646972656
2024-06-06,0,,,,0.0,False,159.83392333984375,30.22824478149414
2024-06-07,0,,,,0.0,False,162.12191772460938,30.546226501464844
2024-06-10,0,,,,0.0,False,165.8398895263672,30.71515464782715
2024-06-11,0,,,,0.0,False,163.4237060546875,30.7250919342041
2024-06-12,0,,,,0.0,False,170.5933837890625,30.56610107421875
2024-06-13,0,,,,0.0,False,171.0623321533203,30.26799201965332
2024-06-14,0,,,,0.0,False,170.6665802001953,30.258056640625
2024-06-17,0,,,,0.0,False,175.34605407714844,30.784713745117188
2024-06-18,0,,,,0.0,False,177.76988220214844,30.436920166015625
2024-06-20,0,,,,0.0,False,173.50592041015625,30.426984786987305
2024-06-21,0,,,,0.0,False,172.1011199951172,30.894020080566406
2024-06-24,0,,,,0.0,False,166.01681518554688,30.37729835510254
2024-06-25,0,,,,0.0,False,170.75563049316406,30.546226501464844
2024-06-26,0,,,,0.0,False,170.23130798339844,30.347488403320312
2024-06-27,0,,,,0.0,False,169.79598999023438,30.397172927856445
2024-06-28,0,,,,0.0,False,171.9527130126953,30.774776458740234
2024-07-01,0,,,,0.0,False,170.48851013183594,30.645597457885742
2024-07-02,0,,,,0.0,False,173.82249450683594,30.874147415161133
2024-07-03,0,,,,0.0,False,180.53994750976562,31.033138275146484
2024-07-05,0,,,,0.0,False,182.02392578125,31.818159103393555
2024-07-08,0,,,,0.0,False,184.63571166992188,33.77574157714844
2024-07-09,0,,,,0.0,False,182.54827880859375,34.3719596862793
2024-07-10,0,,,,0.0,False,189.00848388671875,34.65019226074219
2024-07-11,0,,,,0.0,False,182.5284881591797,33.2888298034668
2024-07-12,0,,,,0.0,False,185.3480224609375,34.27259063720703
2024-07-15,0,,,,0.0,False,183.2407684326172,34.242774963378906
2024-07-16,0,,,,0.0,False,184.052001953125,34.12353515625
2024-07-17,0,,,,0.0,False,169.37059020996094,34.242774963378906
