date,signal,entry,exit,sharpe,return,forced_exit,px,py
2024-05-02,0,,,,0.0,False,400.1600036621094,130.6300048828125
2024-05-03,0,,,,0.0,False,401.0799865722656,133.66000366210938
2024-05-06,0,,,,0.0,False,402.5,135.0399932861328
2024-05-07,0,,,,0.0,False,410.239990234375,136.0399932861328
2024-05-08,0,,,,0.0,False,418.82000732421875,132.5800018310547
2024-05-09,0,,,,0.0,False,418.989990234375,132.3000030517578
2024-05-10,0,,,,0.0,False,422.7799987792969,131.82000732421875
2024-05-13,0,,,,0.0,False,429.92999267578125,131.6999969482422
2024-05-14,0,,,,0.0,False,428.5899963378906,132.66000366210938
2024-05-15,0,,,,0.0,False,437.489990234375,132.5
2024-05-16,0,,,,0.0,False,440.6400146484375,132.74000549316406
2024-05-17,0,,,,0.0,False,445.2099914550781,131.3800048828125
2024-05-20,0,,,,0.0,False,445.8699951171875,130.8300018310547
2024-05-21,0,,,,0.0,False,442.0,129.1199951171875
2024-05-22,0,,,,0.0,False,447.5299987792969,128.3000030517578
2024-05-23,0,,,,0.0,False,450.79998779296875,127.12999725341797
2024-05-24,0,,,,0.0,False,456.95001220703125,123.45999908447266
2024-05-28,0,,,,0.0,False,446.8800048828125,113.33000183105469
2024-05-29,0,,,,0.0,False,441.1300048828125,116.25
2024-05-30,0,,,,0.0,False,443.04998779296875,124.44999694824219
2024-05-31,0,,,,0.0,False,455.3399963378906,129.86000061035156
2024-06-03,0,,,,0.0,False,470.17999267578125,124.2300033569336
2024-06-04,0,,,,0.0,False,474.95001220703125,119.72000122070312
2024-06-05,0,,,,0.0,False,483.0400085449219,119.79000091552734
2024-06-06,0,,,,0.0,False,485.5299987792969,117.44000244140625
2024-06-07,0,,,,0.0,False,483.0400085449219,123.31999969482422
2024-06-10,0,,,,0.0,False,483.2799987792969,122.58999633789062
2024-06-11,0,,,,0.0,False,481.5299987792969,121.37999725341797
2024-06-12,0,,,,0.0,False,475.7900085449219,119.9800033569336
2024-06-13,0,,,,0.0,False,479.0299987792969,125.0
2024-06-14,0,,,,0.0,False,480.7300109863281,122.83999633789062
2024-06-17,0,,,,0.0,False,473.69000244140625,116.83000183105469
2024-06-18,0,,,,0.0,False,467.2799987792969,117.5199966430664
2024-06-20,0,,,,0.0,False,471.3800048828125,123.5
2024-06-21,0,,,,0.0,False,468.7099914550781,160.72000122070312
2024-06-24,0,,,,0.0,False,474.95001220703125,163.85000610351562
2024-06-25,0,,,,0.0,False,473.82000732421875,158.05999755859375
2024-06-26,0,,,,0.0,False,474.0,156.91000366210938
2024-06-27,0,,,,0.0,False,472.510009765625,157.9600067138672
2024-06-28,0,,,,0.0,False,468.7200012207031,158.0
2024-07-01,0,,,,0.0,False,471.25,156.75
2024-07-02,0,,,,0.0,False,473.7799987792969,154.1999969482422
2024-07-03,0,,,,0.0,False,470.2799987792969,153.11000061035156
2024-07-05,0,,,,0.0,False,474.57000732421875,151.72999572753906
2024-07-08,0,,,,0.0,False,481.8900146484375,151.47999572753906
2024-07-09,0,,,,0.0,False,485.989990234375,150.25
2024-07-10,0,,,,0.0,False,491.6199951171875,149.25
2024-07-11,0,,,,0.0,False,492.1300048828125,152.11000061035156
2024-07-12,0,,,,0.0,False,488.739990234375,152.11000061035156
2024-07-15,0,,,,0.0,False,490.8500061035156,152.6699981689453
2024-07-16,0,,,,0.0,False,488.9800109863281,148.97999572753906
2024-07-17,0,,,,0.0,False,488.3699951171875,146.89999389648438
2024-07-18,0,,,,0.0,False,488.1199951171875,143.77999877929688
2024-07-19,0,,,,0.0,False,491.57000732421875,145.61000061035156
2024-07-22,0,,,,0.0,False,495.9100036621094,146.35000610351562
2024-07-23,0,,,,0.0,False,490.32000732421875,147.63999938964844
2024-07-24,0,,,,0.0,False,490.79998779296875,146.0
2024-07-25,0,,,,0.0,False,492.260009765625,147.55999755859375
2024-07-26,0,,,,0.0,False,495.260009765625,144.24000549316406
2024-07-29,0,,,,0.0,False,498.1499938964844,146.02999877929688
2024-07-30,0,,,,0.0,False,502.6000061035156,143.0399932861328
2024-07-31,0,,,,0.0,False,495.7200012207031,142.24000549316406
2024-08-01,0,,,,0.0,False,505.7799987792969,144.00999450683594
2024-08-02,0,,,,0.0,False,494.4599914550781,143.94000244140625
2024-08-05,0,,,,0.0,False,476.9100036621094,140.64999389648438
2024-08-06,0,,,,0.0,False,474.2900085449219,142.85000610351562
2024-08-07,0,,,,0.0,False,465.8900146484375,140.05999755859375
2024-08-08,0,,,,0.0,False,465.9599914550781,136.39999389648438
2024-08-09,0,,,,0.0,False,468.45001220703125,125.33999633789062
2024-08-12,0,,,,0.0,False,464.510009765625,128.64999389648438
2024-08-13,0,,,,0.0,False,467.5899963378906,133.4600067138672
2024-08-14,0,,,,0.0,False,471.44000244140625,133.0800018310547
2024-08-15,0,,,,0.0,False,472.0,133.33999633789062
2024-08-16,0,,,,0.0,False,477.3699951171875,133.4600067138672
2024-08-19,0,,,,0.0,False,488.04998779296875,137.27999877929688
2024-08-20,0,,,,0.0,False,487.3699951171875,140.49000549316406
2024-08-21,0,,,,0.0,False,486.1099853515625,143.4499969482422
2024-08-22,0,,,,0.0,False,479.8900146484375,141.42999267578125
2024-08-23,0,,,,0.0,False,481.239990234375,140.55999755859375
2024-08-26,0,,,,0.0,False,482.6400146484375,140.35000610351562
2024-08-27,0,,,,0.0,False,480.29998779296875,140.64999389648438
2024-08-28,0,,,,0.0,False,489.7300109863281,138.91000366210938
2024-08-29,0,,,,0.0,False,493.3500061035156,137.25
