date,signal,entry,exit,sharpe,return,forced_exit,px,py
2024-03-27,0,,,,0.0,False,77.35603332519531,19.479999542236328
2024-03-28,0,1.2500000000000007,0.35000000000000003,4.493480026631055,0.0,False,77.50720977783203,19.350000381469727
2024-04-01,0,,,,0.0,False,77.13871002197266,19.239999771118164
2024-04-02,0,,,,0.0,False,75.749755859375,18.579999923706055
2024-04-03,0,,,,0.0,False,74.93717193603516,18.280000686645508
2024-04-04,0,1.3500000000000008,0.15000000000000002,4.751454669402794,0.0,False,74.64427185058594,17.420000076293945
2024-04-05,0,1.3000000000000007,0.15000000000000002,4.990845034549488,0.0,False,75.22063446044922,17.84000015258789
2024-04-08,0,,,,0.0,False,75.72142028808594,17.829999923706055
2024-04-09,0,,,,0.0,False,77.99855041503906,18.510000228881836
2024-04-10,0,,,,0.0,False,75.48519897460938,18.399999618530273
2024-04-11,0,,,,0.0,False,75.59859466552734,19.520000457763672
2024-04-12,-1,0.7000000000000002,0.5,5.390402738690863,-0.002,False,73.69940185546875,18.760000228881836
2024-04-15,0,,,,0.008567126788536857,True,72.08368682861328,17.979999542236328
2024-04-16,0,,,,0.0,False,71.02544403076172,18.270000457763672
2024-04-17,0,,,,0.0,False,72.02699279785156,17.309999465942383
2024-04-18,0,,,,0.0,False,71.80968475341797,16.709999084472656
2024-04-19,0,,,,0.0,False,71.95140838623047,16.149999618530273
2024-04-22,0,,,,0.0,False,70.97820281982422,16.729999542236328
2024-04-23,0,,,,0.0,False,70.9026107788086,16.920000076293945
2024-04-24,0,,,,0.0,False,70.32624816894531,16.34000015258789
2024-04-25,0,,,,0.0,False,71.0915756225586,16.06999969482422
2024-04-26,0,,,,0.0,False,70.91205596923828,16.3700008392334
2024-04-29,0,,,,0.0,False,70.86481475830078,16.299999237060547
2024-04-30,0,,,,0.0,False,69.57980346679688,15.640000343322754
2024-05-01,0,,,,0.0,False,68.05856323242188,15.859999656677246
2024-05-02,0,,,,0.0,False,68.44596099853516,16.84000015258789
2024-05-03,0,,,,0.0,False,70.3640365600586,17.200000762939453
2024-05-06,0,,,,0.0,False,70.29789733886719,17.520000457763672
2024-05-07,0,,,,0.0,False,69.03177642822266,16.600000381469727
2024-05-08,0,,,,0.0,False,69.1924057006836,17.780000686645508
2024-05-09,0,,,,0.0,False,70.07113647460938,17.239999771118164
2024-05-10,0,,,,0.0,False,70.08057403564453,17.18000030517578
2024-05-13,0,,,,0.0,False,70.58134460449219,17.079999923706055
2024-05-14,0,,,,0.0,False,70.25065612792969,17.040000915527344
2024-05-15,0,,,,0.0,False,69.29634094238281,17.079999923706055
2024-05-16,0,,,,0.0,False,69.57980346679688,16.950000762939453
2024-05-17,0,,,,0.0,False,69.3057861328125,16.6200008392334
2024-05-20,0,,,,0.0,False,69.83492279052734,16.06999969482422
2024-05-21,0,,,,0.0,False,68.66328430175781,16.010000228881836
2024-05-22,0,1.3000000000000007,0.9,3.737020822871041,-0.0,False,66.61292266845703,16.110000610351562
2024-05-23,0,1.650000000000001,0.2,5.2231387029611325,0.0,False,65.79088592529297,15.430000305175781
2024-05-24,1,0.8500000000000003,0.8500000000000001,6.156595026422785,-0.002,False,67.55779266357422,15.640000343322754
2024-05-28,0,,,,0.00709285975887661,True,68.54989624023438,15.680000305175781
2024-05-29,0,1.1000000000000005,0.75,6.669376825773237,-0.0,False,67.93573760986328,15.920000076293945
2024-05-30,0,1.1000000000000005,0.75,6.665751154341675,0.0,False,77.05367279052734,15.760000228881836
2024-05-31,0,1.1000000000000005,0.7000000000000001,6.679143016184976,0.0,False,80.14337921142578,15.609999656677246
2024-06-03,0,,,,0.0,False,82.14649200439453,15.800000190734863
2024-06-04,0,,,,0.0,False,83.00631713867188,15.270000457763672
2024-06-05,0,,,,0.0,False,84.03622436523438,15.529999732971191
2024-06-06,0,,,,0.0,False,83.29922485351562,15.6899995803833
2024-06-07,0,,,,0.0,False,83.07245635986328,15.600000381469727
2024-06-10,0,,,,0.0,False,82.34490966796875,15.079999923706055
2024-06-11,0,,,,0.0,False,82.30712127685547,14.609999656677246
2024-06-12,0,,,,0.0,False,81.61737060546875,15.539999961853027
2024-06-13,0,,,,0.0,False,82.89292907714844,14.479999542236328
2024-06-14,0,,,,0.0,False,82.40160369873047,14.170000076293945
2024-06-17,0,,,,0.0,False,86.22831726074219,14.079999923706055
2024-06-18,0,,,,0.0,False,88.46762084960938,13.779999732971191
2024-06-20,0,,,,0.0,False,88.16221618652344,13.75
2024-06-21,0,,,,0.0,False,86.28194427490234,13.449999809265137
2024-06-24,0,,,,0.0,False,85.26070404052734,13.579999923706055
2024-06-25,0,,,,0.0,False,82.57869720458984,13.470000267028809
2024-06-26,0,,,,0.0,False,80.4216537475586,13.329999923706055
2024-06-27,0,,,,0.0,False,80.47891235351562,13.390000343322754
2024-06-28,0,,,,0.0,False,80.45028686523438,14.100000381469727
2024-07-01,0,,,,0.0,False,78.54138946533203,13.970000267028809
2024-07-02,0,,,,0.0,False,78.4268569946289,13.399999618530273
2024-07-03,0,,,,0.0,False,78.57957458496094,13.390000343322754
2024-07-05,0,,,,0.0,False,78.69409942626953,13.329999923706055
2024-07-08,0,,,,0.0,False,81.61471557617188,13.479999542236328
2024-07-09,0,,,,0.0,False,82.48326110839844,13.430000305175781
2024-07-10,0,,,,0.0,False,81.67196655273438,12.930000305175781
2024-07-11,0,,,,0.0,False,82.09193420410156,13.529999732971191
2024-07-12,0,,,,0.0,False,82.34008026123047,13.109999656677246
2024-07-15,0,,,,0.0,False,81.60515594482422,13.079999923706055
