date,signal,entry,exit,sharpe,return,forced_exit,px,py
2024-04-17,0,,,,0.0,False,18.399999618530273,119.08944702148438
2024-04-18,0,,,,0.0,False,18.440000534057617,120.27569580078125
2024-04-19,0,1.9000000000000012,0.05,1.6716529042376014,0.0,False,18.5,120.07798767089844
2024-04-22,0,1.9000000000000012,0.05,4.316913457106622,0.0,False,18.059999465942383,116.865234375
2024-04-23,0,1.9000000000000012,0.05,4.321540442435026,0.0,False,18.010000228881836,117.95262908935547
2024-04-24,0,1.8500000000000012,0.05,4.324621618298605,0.0,False,17.989999771118164,117.64618682861328
2024-04-25,0,1.8500000000000012,0.05,4.32798433288629,0.0,False,18.09000015258789,120.16695404052734
2024-04-26,0,1.8500000000000012,0.05,4.332254897368936,0.0,False,18.139999389648438,121.52124786376953
2024-04-29,0,1.650000000000001,0.15000000000000002,2.1426504559596546,0.0,False,18.100000381469727,121.95621490478516
2024-04-30,0,1.8500000000000012,0.05,4.328625784983733,0.0,False,17.690000534057617,119.02024841308594
2024-05-01,0,1.8500000000000012,0.05,4.321749112700995,0.0,False,17.889999389648438,120.4338607788086
2024-05-02,0,1.8500000000000012,0.05,4.317788358244599,0.0,False,17.829999923706055,119.52440643310547
2024-05-03,0,,,,0.0,False,17.799999237060547,121.83759307861328
2024-05-06,0,1.8000000000000012,0.05,4.311982981367714,0.0,False,17.989999771118164,124.75377655029297
2024-05-07,0,,,,0.0,False,17.90999984741211,124.58573150634766
2024-05-08,0,,,,0.0,False,17.850000381469727,124.89218139648438
2024-05-09,0,,,,0.0,False,18.170000076293945,125.92025756835938
2024-05-10,0,,,,0.0,False,18.329999923706055,126.33545684814453
2024-05-13,0,,,,0.0,False,18.1299991607666,124.45722198486328
2024-05-14,0,,,,0.0,False,18.260000228881836,125.2974853515625
2024-05-15,0,,,,0.0,False,18.5,123.85420989990234
2024-05-16,0,,,,0.0,False,18.459999084472656,124.30894470214844
2024-05-17,0,,,,0.0,False,18.75,127.00764465332031
2024-05-20,0,,,,0.0,False,18.860000610351562,127.59090423583984
2024-05-21,0,,,,0.0,False,18.81999969482422,126.90879821777344
2024-05-22,0,,,,0.0,False,18.5,123.0831527709961
2024-05-23,0,,,,0.0,False,18.079999923706055,119.84074401855469
2024-05-24,0,,,,0.0,False,18.100000381469727,120.6117935180664
2024-05-28,0,,,,0.0,False,18.290000915527344,123.44891357421875
2024-05-29,0,,,,0.0,False,18.139999389648438,120.66122436523438
2024-05-30,0,,,,0.0,False,18.170000076293945,122.83601379394531
2024-05-31,0,,,,0.0,False,18.09000015258789,122.38129425048828
2024-06-03,0,,,,0.0,False,18.239999771118164,122.69761657714844
2024-06-04,0,,,,0.0,False,18.09000015258789,117.53743743896484
2024-06-05,0,,,,0.0,False,18.299999237060547,118.94116973876953
2024-06-06,0,,,,0.0,False,18.43000030517578,122.89533233642578
2024-06-07,0,,,,0.0,False,17.799999237060547,116.2127914428711
2024-06-10,0,,,,0.0,False,17.979999542236328,118.65448760986328
2024-06-11,0,,,,0.0,False,18.020000457763672,117.40892791748047
2024-06-12,0,,,,0.0,False,18.059999465942383,117.9130859375
2024-06-13,0,,,,0.0,False,17.889999389648438,115.75153350830078
2024-06-14,0,,,,0.0,False,18.149999618530273,115.19628143310547
2024-06-17,0,,,,0.0,False,18.040000915527344,115.09713745117188
2024-06-18,0,,,,0.0,False,18.100000381469727,115.18636322021484
2024-06-20,0,,,,0.0,False,18.329999923706055,116.42578125
2024-06-21,0,,,,0.0,False,18.020000457763672,115.7317123413086
2024-06-24,0,,,,0.0,False,18.110000610351562,117.32807922363281
2024-06-25,0,,,,0.0,False,18.020000457763672,116.93145751953125
2024-06-26,0,,,,0.0,False,17.860000610351562,117.63545227050781
2024-06-27,0,,,,0.0,False,18.079999923706055,119.20207214355469
2024-06-28,0,1.5000000000000009,0.5,5.421788703734642,0.0,False,18.059999465942383,117.51647186279297
2024-07-01,0,1.4500000000000008,0.45,5.5256255086931265,0.0,False,18.1200008392334,116.47535705566406
2024-07-02,0,1.3500000000000008,0.45,5.7338903046387895,0.0,False,18.1200008392334,118.27994537353516
2024-07-03,0,,,,0.0,False,18.299999237060547,121.64124298095703
2024-07-05,0,,,,0.0,False,18.549999237060547,122.70219421386719
2024-07-08,0,,,,0.0,False,18.34000015258789,121.66107177734375
2024-07-09,0,,,,0.0,False,18.3700008392334,121.58175659179688
2024-07-10,0,,,,0.0,False,18.420000076293945,124.63566589355469
2024-07-11,0,,,,0.0,False,18.700000762939453,126.37085723876953
2024-07-12,0,,,,0.0,False,18.709999084472656,128.0167999267578
2024-07-15,-1,0.7000000000000002,0.7000000000000001,6.179514272681787,-0.005292185520184361,False,18.780000686645508,126.23204040527344
2024-07-16,-1,0.8000000000000003,0.6000000000000001,6.383567150468614,-0.015860303927989254,False,19.100000381469727,130.009765625
2024-07-17,0,,,,0.0019373118483107443,True,19.020000457763672,126.42042541503906
2024-07-18,0,,,,0.0,False,18.899999618530273,125.0620346069336
2024-07-19,0,,,,0.0,False,18.540000915527344,123.51524353027344
2024-07-22,0,,,,0.0,False,18.549999237060547,123.16819763183594
2024-07-23,0,,,,0.0,False,18.610000610351562,123.75321197509766
2024-07-24,0,,,,0.0,False,18.56999969482422,124.60592651367188
2024-07-25,0,,,,0.0,False,18.290000915527344,123.15828704833984
2024-07-26,0,,,,0.0,False,18.489999771118164,123.58464050292969
2024-07-29,0,,,,0.0,False,18.469999313354492,124.82406616210938
2024-07-30,0,,,,0.0,False,18.690000534057617,126.04365539550781
