Ticker_X,Ticker_Y,Best_Window,Sharpe,Return,Num_Trades
TSLA,NKE,65,-0.5127,-4.1608,8
HD,NKE,62,-0.5046,-2.5345,8
HD,DIS,62,-0.1406,-0.4836,8
MCD,NKE,60,0.7436,2.5947,12
MCD,NFLX,62,-0.0685,-0.4762,18
SBUX,NFLX,55,-0.4445,-1.9744,20
DIS,NFLX,63,-0.8272,-4.1584,12
