Ticker_X,Ticker_Y,Best_Window,Sharpe,Return,Num_Trades
JPM,GS,148,0.4801,0.8378,6
JPM,WFC,57,-0.9294,-1.7045,8
BAC,GS,83,-1.2579,-1.2986,6
BAC,MS,133,0.552,0.963,6
GS,MS,80,-2.3948,-4.3798,10
GS,WFC,67,-1.3955,-2.3238,4
