Ticker_X,Ticker_Y,Best_Window,Sharpe,Return,Num_Trades
LMT,GD,62,-1.6974,-1.1373,4
LMT,LHX,58,-1.6465,-10.1118,14
LMT,BWXT,72,-2.2815,-10.2765,10
RTX,GD,88,1.8578,2.744,6
NOC,GD,97,0.2085,0.4533,8
GD,HII,67,0.5928,3.3201,18
GD,BA,127,1.4358,13.9284,14
GD,BWXT,78,-0.363,-1.9883,12
BA,LHX,62,0.1812,1.0144,15
BA,BWXT,60,-0.1596,-1.2656,13
LHX,TXT,58,-1.1083,-2.3793,8
LHX,BWXT,80,-0.8407,-3.3892,13
TXT,BWXT,95,-1.0128,-6.008,10
